52119, 51756, 51526, 51504, 52242, 51519, 51893, 51981, 52006, 52321, 51627, 51416, 51864, 51776, 51479, 52227, 52002, 51873, 51492, 51853, 51647, 51810, 51869, 51891, 51642, 51833, 51688, 51601, 51919, 51951, 52030, 51622, 52177, 51614, 51740, 51449, 51883, 51493, 51745, 51481, 51667, 51816, 51553, 51784, 51990, 51846, 52041, 51841, 51714, 51521, 
51804, 51359, 51806, 52158, 51578, 51637, 51810, 51958, 51185, 51999, 51150, 51737, 51634, 51675, 51530, 51907, 51413, 51856, 51440, 52042, 51575, 51777, 52008, 51380, 51802, 51399, 51833, 51887, 51484, 51429, 51708, 51445, 51693, 51833, 51468, 52169, 51802, 51554, 51987, 51766, 51607, 51569, 51808, 51677, 51909, 51985, 51866, 51707, 51317, 51140, 
51586, 51631, 51761, 51315, 51541, 51539, 51303, 51795, 51509, 51562, 51375, 51525, 51517, 51740, 51460, 51439, 51723, 51515, 51609, 51348, 51666, 51527, 52047, 51712, 51875, 51383, 51970, 51022, 51533, 51039, 51427, 51478, 51498, 51555, 51611, 51717, 51908, 51644, 51483, 51611, 51798, 51789, 51435, 51735, 51894, 51699, 51499, 51375, 51748, 51655, 
51316, 51565, 51259, 51831, 51787, 51799, 51873, 51418, 51442, 51483, 51569, 51540, 51561, 51875, 51522, 51395, 51619, 51649, 51681, 51521, 51153, 51092, 51868, 51424, 50926, 51544, 51331, 50937, 51385, 51573, 51305, 51036, 51552, 51371, 51701, 51624, 51334, 51649, 51249, 51726, 51423, 51709, 51413, 51655, 51596, 51233, 51705, 51822, 51366, 51958, 
51163, 51382, 51005, 51206, 51201, 51274, 51144, 51057, 51209, 51257, 51422, 51763, 51619, 51403, 51474, 51575, 51209, 51498, 51078, 51642, 51248, 51475, 51159, 50997, 51334, 51005, 51656, 50976, 51276, 51537, 51458, 51237, 51372, 51494, 51469, 51398, 51562, 51460, 51586, 51654, 51240, 51507, 51602, 51493, 51228, 51101, 51485, 51736, 51358, 51687, 
51472, 51792, 51158, 51438, 51445, 51038, 51282, 51484, 51340, 51293, 51601, 51598, 51490, 51622, 51003, 51521, 50692, 51545, 51379, 51208, 51585, 51493, 51409, 51362, 51441, 51369, 51198, 51093, 51508, 51242, 51469, 51239, 51214, 51301, 51326, 51228, 51095, 51393, 51586, 51347, 51306, 51623, 51302, 51511, 51068, 51106, 51331, 50968, 51331, 51438, 
50969, 50969, 51009, 51284, 51142, 51575, 51185, 50815, 51072, 51055, 51298, 51428, 51561, 51415, 51236, 50858, 51080, 51463, 51756, 50962, 51732, 51425, 51647, 51381, 51475, 51177, 51148, 51480, 51212, 51069, 50811, 51358, 51235, 50834, 51244, 51097, 51137, 51152, 51289, 51083, 50882, 51273, 51023, 51250, 51224, 51492, 51095, 51109, 51204, 51423, 
51280, 51059, 51328, 50808, 50942, 50949, 50848, 51446, 51270, 51078, 51150, 51032, 50914, 50668, 50958, 50965, 51183, 51169, 50934, 51758, 51104, 51299, 50760, 51128, 50844, 50926, 50724, 50958, 51439, 51223, 51440, 50821, 51298, 51179, 51047, 51066, 51433, 51142, 51526, 51609, 51159, 51138, 51487, 51081, 50777, 51225, 51399, 50860, 51641, 51460, 
50877, 51115, 50734, 50860, 50606, 50918, 51457, 50671, 51394, 51145, 50954, 50576, 50873, 50727, 50856, 51237, 51212, 51150, 50938, 50846, 50962, 51327, 50994, 51028, 51229, 51183, 51104, 50924, 50655, 50947, 50943, 51102, 50906, 51521, 51121, 51128, 51117, 51323, 51247, 50829, 51043, 51154, 51116, 51327, 51233, 50688, 51454, 51172, 51529, 50941, 
50960, 50980, 50485, 51358, 51008, 50831, 51085, 51200, 50804, 51147, 51052, 51186, 50967, 51076, 50767, 50776, 51073, 51050, 50798, 50704, 51010, 50874, 50903, 51172, 51029, 51037, 50959, 51262, 51178, 51027, 50962, 51421, 51110, 50832, 51037, 51083, 51161, 51159, 51241, 50857, 51347, 51111, 51039, 50876, 50975, 50968, 51222, 51310, 50947, 50528, 
