67869, 70213, 69375, 66713, 67711, 68051, 69987, 69577, 69606, 67869, 70881, 71248, 68201, 67669, 67925, 69397, 67970, 71338, 70667, 69123, 69813, 71893, 68621, 68735, 71217, 67819, 66979, 70980, 69838, 67153, 70797, 69675, 69763, 69366, 70004, 67976, 67266, 68124, 68804, 69465, 69674, 67603, 68995, 68628, 69114, 70100, 69240, 69353, 69430, 70670, 69134, 70132, 70375, 68686, 67231, 67342, 68254, 67736, 67914, 71824, 68855, 67104, 69272, 67324, 68135, 68190, 68767, 71671, 69970, 68332, 68547, 66847, 68880, 67293, 70387, 71953, 70347, 69657, 68189, 67311, 68078, 68533, 67701, 70445, 70208, 70255, 68812, 68855, 69467, 68664, 67461, 68795, 70014, 68883, 67794, 68609, 69130, 67931, 71045, 67387, 
68241, 68498, 68733, 70118, 66625, 65656, 65163, 69737, 69573, 70426, 67720, 69378, 69150, 69430, 69130, 67699, 68454, 66937, 67781, 69091, 67730, 69135, 66158, 66773, 66309, 67648, 67628, 67425, 68576, 67965, 66416, 68263, 68606, 69557, 68527, 67829, 70616, 66648, 66869, 70544, 68574, 67409, 68243, 66539, 66990, 68894, 68729, 67748, 70046, 68771, 68270, 67190, 66235, 69371, 70983, 68713, 66396, 66997, 70187, 67791, 69261, 68338, 67300, 69801, 69490, 67579, 69666, 69121, 67579, 69583, 68153, 67321, 67995, 67839, 67398, 67979, 68203, 68010, 69472, 68699, 68087, 66603, 66854, 68849, 67244, 70110, 65516, 66650, 65960, 67830, 68603, 68036, 68330, 68467, 67408, 67505, 67430, 67231, 68855, 69752, 
68069, 67004, 68446, 66164, 68471, 65329, 65317, 67426, 67055, 68183, 67155, 68075, 65098, 69579, 67562, 66810, 67173, 71648, 69195, 65897, 66593, 68619, 68265, 68566, 68132, 66481, 66625, 67734, 68739, 67296, 66260, 67200, 65303, 67135, 66426, 66591, 65383, 65803, 65399, 67102, 68390, 66221, 66676, 68169, 66473, 66202, 66689, 68742, 66464, 67410, 68033, 67509, 67235, 67493, 67182, 65315, 67016, 68158, 67718, 67769, 67662, 66750, 67559, 70259, 67479, 65510, 67869, 66499, 67865, 66952, 66897, 67323, 65458, 69478, 66228, 65696, 67886, 65493, 67521, 66625, 66429, 68571, 68395, 68802, 68250, 67722, 67914, 67427, 65692, 70584, 65302, 67830, 69409, 67281, 67528, 65982, 67477, 65776, 69047, 67327, 
68026, 65206, 66875, 67364, 66937, 70003, 65898, 67216, 66350, 66917, 66730, 64947, 68508, 65575, 66229, 65758, 67543, 66836, 66074, 67446, 67600, 65760, 66378, 66416, 65643, 65128, 65312, 64590, 68325, 66976, 67397, 65963, 69742, 68704, 66544, 65508, 66179, 65457, 65987, 66615, 65608, 68249, 67944, 67398, 65816, 67416, 66387, 68094, 65195, 67561, 68249, 65945, 66455, 66920, 67026, 66763, 65859, 64787, 66751, 66424, 64777, 66228, 68408, 67083, 67539, 65635, 67321, 66832, 66777, 66629, 67490, 66499, 66861, 65833, 66113, 67996, 67030, 67580, 65358, 66034, 67058, 68451, 67578, 65667, 65835, 69337, 68812, 66457, 66012, 65961, 65286, 65163, 67676, 67348, 67026, 67855, 66546, 67476, 67049, 66225, 
65274, 65555, 65971, 66264, 64333, 65044, 63610, 65238, 65674, 64640, 64393, 65690, 64468, 65920, 66042, 67267, 65410, 64827, 65745, 64579, 66783, 65222, 65898, 66414, 63524, 66655, 66917, 63820, 66517, 65014, 65595, 67245, 65978, 66082, 66223, 64490, 66025, 68806, 66557, 65768, 65092, 64666, 66300, 66347, 65629, 64828, 64664, 66336, 64733, 65011, 65050, 65201, 65903, 65625, 63660, 64740, 66299, 65993, 64624, 65192, 66678, 66200, 67281, 64874, 67634, 65112, 65353, 67102, 65539, 64916, 66369, 66176, 66601, 64223, 64060, 66227, 65031, 65917, 66704, 64833, 66122, 67938, 66418, 64629, 64469, 64772, 66493, 65086, 65190, 65487, 65529, 66363, 68033, 66906, 67141, 65429, 64428, 65305, 68428, 64192, 
63277, 65583, 63927, 65952, 64439, 65268, 64327, 66251, 64895, 64544, 64420, 64335, 63070, 65332, 64501, 66003, 64844, 65040, 64696, 64026, 65003, 64967, 65268, 64764, 66162, 64030, 64102, 65821, 64770, 64700, 64731, 67549, 63669, 64110, 65613, 65774, 64019, 64689, 66280, 64543, 63275, 63351, 66737, 64890, 63959, 64601, 66139, 65226, 66462, 63598, 66047, 65751, 64800, 66178, 66406, 63909, 64901, 64096, 64866, 65666, 65977, 63265, 64645, 63569, 63027, 67271, 65814, 63249, 64425, 64745, 64933, 64126, 63983, 65139, 66243, 65545, 64476, 63793, 65921, 63010, 63455, 65608, 64194, 66979, 64468, 65925, 64742, 63961, 65535, 66046, 65149, 65769, 65221, 64192, 65687, 63809, 64949, 64592, 65218, 65203, 
66311, 65135, 63027, 63411, 61896, 65161, 65202, 61576, 65503, 65884, 62858, 63036, 64417, 64541, 62057, 64925, 64869, 64083, 64838, 63210, 66009, 65079, 63503, 63936, 63844, 65129, 63826, 64499, 63335, 64287, 64511, 67067, 64662, 63059, 65008, 64298, 64715, 64621, 64551, 63602, 64450, 63864, 64393, 66617, 63790, 64853, 62951, 66283, 65741, 64816, 63891, 65375, 66354, 64285, 64451, 65430, 64613, 64783, 64505, 62902, 63245, 63717, 64687, 65084, 64732, 64621, 64338, 62643, 64396, 63750, 62830, 63301, 63903, 63313, 64145, 63865, 65518, 63153, 63573, 63533, 62142, 64710, 62718, 64203, 63967, 65854, 63593, 66102, 64008, 63240, 63584, 64963, 63982, 64376, 63912, 64949, 63155, 62998, 62545, 62989, 
66208, 63001, 62569, 65937, 62163, 64210, 64144, 62806, 62472, 62999, 62179, 62921, 66406, 63233, 63428, 64076, 64078, 62376, 62857, 63891, 65134, 62869, 66363, 62380, 63642, 64012, 61051, 61563, 64002, 63413, 65727, 63272, 63904, 63628, 64753, 62918, 63984, 63623, 63384, 62758, 65854, 63993, 65097, 64041, 63579, 61720, 63909, 65745, 63171, 64715, 64617, 62195, 64379, 64762, 65365, 63868, 62945, 62989, 64822, 63057, 63766, 63110, 63256, 62884, 61513, 62172, 63751, 62999, 63021, 63399, 63199, 62967, 62908, 62111, 63082, 64078, 63431, 62834, 65547, 64758, 63917, 63064, 62498, 61296, 63700, 63035, 64976, 65242, 63799, 63423, 63603, 64616, 64468, 63583, 64958, 64452, 64615, 63418, 65698, 64423, 
62283, 63122, 63778, 61977, 61951, 61802, 62820, 63867, 63721, 61903, 64285, 64273, 62561, 62267, 61546, 63591, 60223, 62686, 63669, 62103, 62195, 62039, 61873, 61198, 62775, 62244, 63155, 61825, 63163, 63908, 62411, 61979, 61995, 65009, 63047, 62787, 63384, 64858, 62723, 64332, 63382, 64051, 63513, 63590, 62953, 62658, 62646, 64742, 62990, 63056, 62306, 63170, 63025, 64493, 62072, 62054, 61977, 62075, 63054, 64756, 65177, 61513, 62531, 63686, 63534, 62637, 64657, 62678, 61022, 61528, 61750, 63878, 63789, 62318, 61051, 62362, 60663, 62688, 63331, 62639, 62591, 62551, 61659, 63368, 61429, 62262, 62019, 62133, 60950, 61559, 63425, 62812, 64414, 62679, 61149, 63990, 63209, 62942, 62808, 63663, 
63191, 61855, 62972, 61339, 61843, 61563, 62513, 62890, 63913, 61128, 61672, 62711, 61079, 62488, 61607, 62539, 62360, 62190, 62225, 63465, 63154, 62458, 63692, 61104, 61028, 61583, 60816, 60060, 62367, 60955, 61637, 61342, 61860, 62437, 63718, 62857, 62168, 61396, 63972, 62807, 61193, 62546, 61483, 63157, 63012, 61653, 62919, 62805, 61852, 63512, 62831, 61622, 63924, 61367, 62449, 62469, 63891, 62708, 60603, 61957, 61923, 62484, 62661, 61318, 62846, 64526, 62099, 62094, 62810, 63715, 62160, 61576, 63127, 63104, 62198, 60882, 61184, 61349, 62683, 62335, 60458, 61730, 63094, 61564, 61714, 63329, 60925, 61814, 63323, 62727, 64117, 62780, 62455, 62024, 62296, 63711, 62785, 62508, 60313, 63847, 
