93154, 91089, 91988, 91584, 89968, 92877, 93110, 92113, 91916, 92914, 91377, 92153, 91961, 91419, 91659, 92030, 92354, 92403, 91811, 92152, 91548, 93694, 93145, 91408, 91930, 90107, 93273, 91130, 90823, 92407, 91923, 91452, 92189, 90650, 91115, 92178, 91763, 92795, 91433, 91647, 90004, 92693, 91954, 92109, 91965, 92267, 90694, 90748, 92538, 91397, 
92564, 89824, 91381, 92960, 91743, 90125, 91222, 90184, 90930, 90053, 89414, 91605, 91407, 91096, 91389, 90677, 90864, 91335, 91130, 91436, 90513, 90502, 92277, 90877, 91898, 90516, 90504, 89454, 91501, 91577, 92242, 91356, 91198, 91924, 90113, 92740, 92687, 89274, 91340, 89282, 89640, 90247, 91601, 89580, 88620, 91282, 89651, 90632, 90626, 92031, 
89943, 88149, 88447, 89878, 90619, 89052, 91348, 87813, 89165, 87680, 89108, 89635, 89392, 88652, 90011, 90810, 87167, 90636, 89202, 91965, 90504, 89429, 88757, 89757, 90660, 89626, 88465, 90306, 89131, 89035, 90180, 91793, 88542, 90134, 89805, 88682, 90006, 90856, 89869, 89594, 89009, 89305, 86692, 90916, 91663, 88956, 88854, 89273, 90153, 88716, 
87952, 87262, 89366, 89612, 90886, 88202, 88217, 87922, 88648, 88554, 88636, 88694, 86212, 90116, 88104, 87538, 89512, 89100, 88277, 89363, 87502, 90056, 87897, 86882, 88948, 87709, 88904, 88612, 88302, 89743, 90850, 88961, 89197, 86806, 89952, 87794, 87453, 88384, 89032, 89263, 88827, 89858, 88924, 88070, 87820, 88380, 88807, 87828, 90111, 89785, 
86862, 89184, 88409, 86505, 87853, 84949, 87620, 87479, 87707, 87315, 87216, 86856, 87396, 87099, 87029, 86347, 88680, 88819, 86833, 87377, 85959, 86840, 87517, 86984, 87535, 86904, 88322, 86441, 89206, 86357, 87825, 87591, 87202, 86468, 87740, 88766, 87255, 87954, 87970, 88496, 84584, 87886, 87875, 88125, 87804, 87044, 87015, 88496, 85423, 85910, 
85675, 87688, 87141, 86962, 87448, 87196, 86267, 85529, 86651, 87319, 86692, 86606, 87269, 87251, 86026, 85051, 85431, 87469, 87604, 85698, 84369, 85661, 86604, 85234, 86196, 86464, 86200, 87517, 88479, 85564, 87888, 84613, 87181, 85549, 85729, 86899, 85493, 85929, 84814, 87686, 87340, 85336, 86852, 85962, 86475, 87175, 85161, 85783, 85253, 86470, 
85137, 84551, 87073, 85952, 85531, 87159, 86195, 84556, 83335, 84708, 87503, 84117, 83310, 85449, 85347, 86186, 84014, 84693, 84357, 84812, 84658, 85743, 84761, 84120, 84282, 82364, 83871, 87013, 87529, 84859, 85520, 87018, 84270, 86065, 85609, 85088, 83474, 85995, 85958, 84046, 87029, 84977, 84504, 83643, 85213, 85879, 84411, 84871, 84001, 84013, 
83244, 82234, 83748, 82776, 84024, 83174, 84281, 83686, 82296, 82399, 81735, 85409, 84057, 82662, 82816, 84747, 84274, 85524, 83485, 81490, 82138, 84371, 80200, 84471, 83765, 84491, 87311, 83357, 85429, 82251, 86033, 83763, 82920, 80887, 83496, 83331, 84267, 84663, 84237, 82818, 82797, 84661, 82843, 84539, 85357, 82674, 81978, 83712, 81064, 84661, 
82857, 80579, 79821, 80451, 84554, 83699, 82776, 81807, 82933, 80916, 80638, 82714, 81835, 83257, 84385, 82428, 82100, 83021, 83235, 81882, 84210, 81200, 83302, 80039, 83871, 83287, 81925, 82727, 81858, 81288, 83322, 81305, 80976, 84870, 83125, 79594, 83604, 83752, 83235, 83845, 81870, 81431, 80775, 84270, 82158, 84959, 81310, 82816, 83180, 81099, 
79929, 80855, 80818, 81313, 82522, 80688, 80322, 81502, 79864, 80724, 80378, 84207, 82226, 79052, 81037, 79510, 81225, 81941, 82713, 81098, 82863, 82806, 81940, 81080, 81393, 81139, 78542, 81573, 81446, 80318, 81471, 81815, 78833, 80675, 79378, 80650, 81097, 80805, 81465, 79444, 80448, 82330, 83025, 80690, 81389, 79728, 80040, 81883, 79183, 82704, 
